,Product_ID,Source,Sales_Agent,Location,Delivery_Mode,Status
364,18,5,6,7,2,1
365,18,6,5,7,2,1
366,19,5,7,6,3,1
367,18,7,6,7,3,1
368,18,5,11,7,3,0
369,18,6,6,6,3,1
370,18,6,8,6,3,1
371,18,6,7,6,3,0
372,18,6,6,7,4,1
373,27,7,6,2,4,0
374,27,7,11,7,4,0
375,27,7,9,7,3,0
376,19,7,9,7,4,0
377,27,7,8,7,4,1
378,15,7,9,7,4,0
379,0,7,9,7,4,0
380,15,7,9,7,4,0
381,18,7,8,2,3,0
382,12,7,7,6,4,1
383,18,7,6,6,3,1
384,27,7,6,1,2,1
385,18,6,6,3,3,0
386,5,5,7,7,3,0
387,27,5,11,6,2,1
388,20,5,11,6,3,1
389,27,5,7,5,2,1
390,9,7,6,2,2,1
391,19,5,6,6,3,1
392,18,7,8,5,2,1
393,5,6,7,3,3,1
394,25,5,7,7,2,1
395,18,5,8,3,3,1
396,27,5,6,6,3,1
397,9,5,8,6,3,1
398,18,5,9,5,2,0
399,18,5,7,3,3,1
400,18,5,8,6,3,0
401,18,5,11,7,2,1
402,19,7,11,2,4,1
403,18,5,7,5,2,1
404,27,5,11,0,2,0
405,19,7,9,6,3,1
406,5,5,6,5,2,1
407,18,6,7,6,3,1
408,18,6,8,6,3,1
409,15,6,8,7,4,0
410,18,5,9,7,2,0
411,9,6,7,4,4,1
412,15,6,8,7,4,0
413,15,6,11,7,4,0
414,15,6,9,7,4,0
415,18,6,7,6,3,1
416,15,6,9,7,4,0
417,15,6,8,7,4,0
418,15,6,9,7,4,0
419,15,6,11,7,4,0
420,15,6,11,7,4,0
421,25,5,8,6,3,1
422,18,6,7,1,4,0
423,1,5,9,0,2,0
424,9,6,7,6,3,1
425,19,5,11,5,0,0
426,25,5,7,6,3,1
427,2,5,6,4,2,0
428,19,5,7,2,2,0
429,5,5,9,3,2,0
430,9,6,11,6,4,0
431,19,6,8,2,3,0
432,27,7,6,3,2,1
433,20,5,11,6,3,1
434,9,5,8,4,2,1
435,27,5,7,5,2,1
436,5,5,8,7,2,0
437,27,5,6,3,2,0
438,9,5,9,7,2,0
439,18,5,8,1,2,1
440,5,5,7,7,2,0
441,9,6,8,6,3,1
442,19,2,9,6,0,1
443,9,5,9,4,2,0
444,19,5,8,5,0,0
445,18,5,6,6,3,0
446,27,6,7,3,3,1
447,18,7,7,7,3,1
448,20,5,11,6,3,0
449,15,6,11,7,4,0
450,9,6,6,4,0,1
451,9,6,8,6,3,1
452,27,6,9,7,4,1
453,9,6,8,1,4,1
454,1,6,11,7,4,0
455,15,6,6,7,4,0
456,18,5,11,2,2,0
457,15,6,7,7,4,0
458,15,6,9,7,4,0
459,15,6,8,7,4,0
460,15,6,9,7,4,0
461,9,6,11,2,4,0
462,9,6,6,6,4,1
463,19,5,6,6,3,0
464,9,7,9,7,4,1
465,9,7,8,6,3,1
466,27,7,9,4,2,0
467,9,7,7,4,2,0
468,19,7,7,7,4,0
469,2,5,9,6,3,0
470,19,7,11,1,3,1
471,9,5,7,6,2,1
472,9,5,9,2,2,0
473,9,5,9,2,3,0
474,9,5,4,4,3,0
475,18,5,11,6,3,1
476,27,5,9,6,3,0
477,15,7,8,7,4,0
478,18,5,11,3,3,1
479,27,5,7,2,2,1
480,9,5,8,7,2,1
481,27,7,7,7,3,0
482,19,6,8,3,3,1
483,15,6,8,7,4,0
484,18,5,4,6,3,1
485,15,6,9,7,4,0
486,15,6,11,7,4,0
487,15,6,8,7,4,0
488,19,6,7,6,3,1
489,27,6,11,6,4,1
490,15,6,8,7,4,0
491,18,6,11,6,4,1
492,15,6,9,7,4,0
493,27,6,9,6,3,1
494,15,6,7,7,4,0
495,9,5,9,1,2,0
496,27,6,8,4,4,1
497,27,6,11,6,4,1
498,15,6,9,7,4,0
499,15,6,7,7,4,0
500,15,6,8,7,4,0
501,15,6,11,7,4,0
502,5,5,11,5,2,0
503,27,5,8,4,2,0
504,19,5,11,5,2,1
505,18,5,6,5,2,0
506,19,5,6,6,3,0
507,18,5,6,5,2,0
508,27,5,6,3,2,0
509,27,7,7,7,3,0
510,18,5,5,6,3,1
511,19,5,6,5,2,1
512,27,5,6,6,3,1
513,18,5,6,6,3,1
514,19,5,7,4,2,0
515,18,7,11,7,3,0
516,18,7,11,1,2,1
517,19,7,6,7,3,0
518,19,6,6,6,0,1
519,19,7,6,4,2,1
520,27,7,6,7,4,1
521,18,7,11,3,3,1
522,19,5,11,1,3,0
523,15,7,7,3,3,0
524,19,5,8,5,2,0
525,27,5,9,6,3,0
526,18,5,7,6,3,0
527,27,7,6,3,3,1
528,19,5,9,6,3,1
529,19,5,11,5,2,0
530,19,5,11,1,2,0
531,18,6,9,2,2,0
532,27,7,7,3,3,0
533,19,6,8,6,3,1
534,18,7,6,7,2,0
535,15,5,7,7,4,0
536,18,5,9,3,3,1
537,18,7,9,7,2,0
538,27,5,6,7,3,0
539,9,7,11,1,3,0
540,15,6,11,7,4,0
541,19,6,8,6,4,1
542,15,6,11,7,4,0
543,15,6,9,7,4,0
544,18,6,8,6,4,1
545,15,6,7,7,4,0
546,15,6,7,7,4,0
547,15,6,8,7,4,1
548,9,6,6,7,4,1
549,15,6,6,7,4,0
550,27,7,9,7,3,0
551,18,7,6,7,4,0
552,15,7,8,7,4,0
553,18,7,7,6,3,1
554,10,7,9,6,4,1
555,9,5,9,2,2,1
556,5,5,6,6,4,0
557,5,7,8,7,4,0
558,19,5,7,1,0,1
559,15,6,8,7,4,0
560,19,7,9,7,4,0
561,27,6,9,6,3,1
562,19,7,6,7,4,0
563,9,6,6,6,3,1
564,9,6,7,1,3,0
565,12,7,8,7,4,0
566,5,5,7,4,2,1
567,25,5,9,5,4,0
568,15,7,11,6,4,0
569,18,5,8,6,3,0
570,18,5,6,4,2,0
571,19,5,11,6,3,1
572,9,6,7,3,3,0
573,9,5,8,4,3,0
574,15,5,6,7,4,1
575,20,5,9,1,2,1
576,19,4,9,6,3,1
577,15,7,6,4,2,0
578,18,6,11,6,4,0
579,18,6,8,6,3,1
580,18,5,7,5,2,0
581,1,5,4,4,2,1
582,18,5,4,7,4,1
583,5,5,8,7,2,0
584,9,5,11,4,2,0
585,18,5,7,2,2,1
586,18,5,6,7,2,0
587,15,6,11,7,4,0
588,15,6,7,7,4,0
589,18,6,11,3,4,1
590,18,7,11,6,3,0
591,18,7,9,6,3,1
592,10,2,6,6,3,1
593,15,5,8,7,4,1
594,18,6,6,2,3,0
595,9,5,8,4,2,0
596,9,6,8,3,3,1
597,10,4,7,6,3,1
598,9,6,11,6,3,1
599,19,5,7,1,2,1
600,15,5,9,7,2,0
601,19,5,8,7,2,1
602,0,5,4,7,3,0
603,19,5,7,6,3,1
604,27,6,9,6,3,1
605,15,6,8,7,4,0
606,15,6,7,7,4,0
607,15,6,6,7,4,0
608,15,6,11,7,4,0
609,18,6,8,7,4,0
610,15,6,7,7,4,0
611,15,6,9,7,4,0
612,9,5,9,4,2,1
613,18,5,7,6,3,0
614,18,5,8,7,4,0
615,27,7,8,7,4,0
616,5,5,9,6,3,0
617,18,5,6,3,3,1
618,5,5,7,6,3,0
619,15,7,9,7,4,0
620,18,5,9,1,4,0
621,18,5,8,2,2,1
622,15,6,11,7,4,0
623,15,6,6,7,4,1
624,12,5,7,2,4,0
625,10,5,11,4,3,0
626,19,5,6,2,2,0
627,18,6,7,3,3,1
628,18,5,6,6,3,0
629,27,5,7,7,2,0
630,5,5,11,0,4,0
631,15,5,9,3,3,0
632,5,5,7,3,2,0
633,19,5,6,6,3,1
634,18,7,8,7,4,1
635,15,7,8,3,4,0
636,18,7,9,1,4,0
637,18,5,8,3,3,1
638,18,5,7,6,2,1
639,0,5,9,7,4,0
640,9,5,6,5,2,0
641,12,6,11,7,0,0
642,5,7,11,7,4,1
643,18,7,6,7,4,0
644,18,5,9,4,3,0
645,18,5,7,4,3,1
646,9,5,9,7,4,1
647,20,7,8,1,4,1
648,9,5,11,6,3,1
649,19,6,7,6,3,1
650,19,6,7,3,3,1
651,18,7,8,2,4,0
652,15,6,8,7,4,0
653,15,6,11,7,4,0
654,18,6,8,3,4,1
655,15,6,9,7,4,0
656,19,7,7,4,2,0
657,18,5,6,6,3,1
658,0,5,8,5,2,1
659,20,5,6,0,3,0
660,10,7,11,7,2,1
661,27,7,9,6,2,0
662,9,7,8,2,3,0
663,19,5,6,7,2,1
664,19,5,9,6,3,1
665,19,5,11,2,2,0
666,19,6,11,6,4,1
667,18,6,7,6,3,1
668,19,5,6,6,3,0
669,18,6,7,1,3,1
670,18,6,9,3,3,1
671,27,5,7,6,3,1
672,18,5,7,7,3,0
673,9,5,6,1,2,0
674,9,7,11,6,3,1
675,27,5,4,6,3,1
676,19,6,7,4,3,1
677,27,5,4,7,3,0
678,18,4,9,3,3,1
679,27,4,7,6,3,1
680,19,6,6,7,2,1
681,15,5,8,7,2,1
682,27,5,8,6,3,1
683,18,5,9,6,3,0
684,15,6,11,7,4,0
685,15,6,7,7,4,0
686,15,6,8,7,4,0
687,15,6,6,7,4,0
688,15,6,9,7,4,0
689,18,6,11,6,4,1
690,15,6,8,7,4,1
691,15,6,8,7,4,0
692,18,7,11,1,2,0
693,18,5,9,6,3,0
694,19,5,8,7,2,0
695,18,5,7,1,2,1
696,18,5,7,3,3,1
697,5,5,9,7,2,0
698,18,7,8,7,3,0
699,18,7,7,7,3,0
700,27,6,8,0,4,0
701,5,5,6,6,3,1
702,15,6,8,7,4,0
703,15,6,8,7,4,0
704,18,6,7,1,4,0
705,15,6,9,7,4,0
706,18,7,11,6,4,1
707,25,6,8,6,3,1
708,19,7,7,0,4,0
709,9,2,9,7,0,1
710,18,6,7,6,3,1
711,20,5,8,7,4,0
712,20,5,6,7,2,0
713,9,4,7,6,2,1
714,19,6,8,7,3,0
715,5,5,11,6,3,1
716,18,6,8,6,3,1
717,15,6,11,7,4,0
718,15,6,8,7,4,0
719,15,6,6,7,4,0
720,15,6,11,7,4,1
721,15,6,9,7,4,0
722,18,6,7,6,4,1
723,15,6,9,7,4,0
724,9,6,8,1,4,0
725,2,6,11,6,4,1
726,15,6,7,7,4,0
727,15,6,6,7,4,0
728,19,7,6,1,2,1
729,18,5,11,3,3,0
730,18,5,6,6,3,1
731,19,5,7,6,2,1
732,18,5,9,7,3,1
733,19,6,8,3,2,1
734,18,6,7,6,2,1
735,18,5,11,4,2,0
736,19,5,7,1,2,1
737,18,5,8,6,3,1
738,19,5,6,5,3,1
739,18,5,6,1,2,1
740,1,5,11,3,3,0
741,27,5,11,6,3,0
742,19,5,7,7,2,1
743,15,5,6,1,2,0
744,25,5,8,5,4,0
745,18,5,6,7,3,1
746,9,5,7,4,2,0
747,18,5,7,4,2,1
748,25,5,9,7,3,0
749,18,5,8,2,2,0
750,5,5,6,7,2,0
751,19,5,8,5,2,1
752,25,5,6,6,3,0
753,18,5,11,3,3,1
754,27,6,6,3,0,1
755,9,6,11,7,4,1
756,19,6,7,6,3,1
757,19,6,11,4,3,1
758,9,7,8,7,4,0
759,18,6,7,3,3,1
760,18,6,8,6,3,1
761,19,6,7,6,4,1
762,19,6,8,6,4,1
763,15,6,7,7,4,0
764,27,6,6,3,2,1
765,9,6,7,6,4,1
766,15,6,11,7,4,0
767,18,6,11,7,4,0
768,9,6,6,6,3,0
769,18,5,7,3,3,1
770,15,6,11,7,4,1
771,19,6,8,3,2,1
772,15,6,6,7,4,0
773,9,6,9,3,4,0
774,18,7,6,3,4,1
775,19,7,6,7,4,0
776,9,7,9,3,4,0
777,27,7,7,1,3,1
778,18,7,8,2,4,0
779,5,7,9,7,4,0
780,18,7,11,6,3,1
781,27,7,8,6,4,1
782,10,7,6,4,0,1
783,20,7,9,7,4,0
784,0,7,9,7,4,0
785,15,7,7,7,4,0
786,18,7,8,0,4,0
787,18,7,9,1,4,0
788,18,7,6,7,0,0
789,18,7,7,7,4,1
790,27,7,8,7,3,1
791,10,7,11,7,4,1
792,18,7,8,1,2,0
793,15,7,11,7,4,0
794,15,7,11,7,4,0
795,18,7,6,3,3,1
796,27,7,9,4,4,0
797,9,6,11,7,3,1
798,19,5,9,2,3,0
799,25,5,11,3,3,0
800,9,5,9,7,2,0
801,27,5,6,7,2,0
802,19,7,8,2,4,0
803,15,6,9,7,4,0
804,19,6,6,7,2,1
805,15,6,9,7,4,0
806,19,6,8,4,3,1
807,15,6,7,7,4,1
808,15,6,8,7,4,0
809,15,6,9,7,4,0
810,15,6,5,7,4,1
811,15,6,7,3,4,0
812,18,6,11,7,4,0
813,18,6,7,6,3,1
814,10,5,6,7,1,0
815,19,6,7,6,3,1
816,19,6,9,6,3,1
817,9,5,9,2,3,0
818,25,7,8,7,3,1
819,18,5,8,1,2,1
820,12,5,11,7,3,1
821,18,6,7,3,3,1
822,9,5,8,7,2,0
823,19,6,9,2,2,1
824,15,7,8,7,4,0
825,5,5,11,7,3,0
826,18,5,7,7,2,0
827,27,5,8,4,3,1
828,20,5,6,7,2,0
829,0,5,8,7,4,0
830,19,5,9,7,3,0
831,9,6,9,3,2,1
832,19,5,11,6,2,1
833,25,7,6,7,4,0
834,19,6,9,6,3,1
835,27,7,7,3,4,1
836,9,7,8,7,4,1
837,18,5,7,6,3,1
838,18,7,6,3,4,1
839,15,6,11,7,4,0
840,15,6,6,7,4,1
841,27,7,9,6,4,1
842,15,6,7,3,4,1
843,15,6,9,7,4,0
844,15,6,11,7,4,0
845,18,7,6,7,4,0
846,18,7,8,6,3,1
847,18,7,6,6,3,1
848,9,7,6,7,2,0
849,19,6,11,6,4,1
850,18,5,8,5,3,1
851,5,7,11,7,2,1
852,18,5,6,7,2,0
853,27,5,9,3,3,1
854,18,5,8,3,2,1
855,5,7,7,7,3,0
856,9,5,7,6,3,1
857,9,5,6,3,2,1
858,9,5,4,6,3,1
859,5,6,8,4,2,1
860,18,6,9,3,3,0
861,27,5,7,7,2,0
862,5,6,8,6,3,1
863,5,7,8,7,3,0
864,27,6,8,3,3,0
865,18,7,11,3,3,1
866,27,7,6,6,3,0
867,19,7,11,7,3,1
868,18,6,7,1,3,0
869,19,4,7,4,3,1
870,18,5,9,3,3,0
871,18,5,6,6,3,0
872,25,6,9,6,3,1
873,18,5,8,7,4,0
874,15,7,6,3,3,0
875,19,5,7,1,3,0
876,27,6,9,4,3,0
877,0,5,5,4,2,0
878,18,5,8,7,3,0
879,15,6,6,7,4,0
880,9,6,11,3,3,1
881,18,5,6,5,2,1
882,9,5,7,1,3,0
883,5,5,11,6,3,0
884,0,6,8,7,3,1
885,15,7,6,7,2,0
886,19,7,9,7,2,0
887,18,7,11,1,2,1
888,18,5,11,7,3,0
889,9,5,7,6,3,1
890,27,5,9,2,2,0
891,2,5,6,7,3,0
892,9,6,6,3,4,1
893,9,7,7,1,3,0
894,15,7,6,3,2,0
895,18,7,6,7,3,1
896,9,4,7,6,3,1
897,9,4,7,6,3,1
898,19,4,6,7,2,1
899,9,4,7,6,3,0
900,9,6,7,6,3,1
901,19,6,9,1,3,0
902,5,5,6,2,0,0
903,27,5,11,3,3,1
904,18,5,6,7,2,0
905,19,5,9,7,2,0
906,15,6,7,7,4,0
907,25,6,11,6,4,1
908,15,6,6,7,4,0
909,18,6,7,2,4,1
910,15,6,6,7,4,0
911,15,6,11,7,4,0
912,15,6,9,7,4,0
913,15,6,7,6,4,0
914,18,6,11,7,4,1
915,1,6,6,6,3,1
916,15,6,7,7,4,0
917,15,6,9,7,4,0
918,10,6,11,3,4,0
919,10,5,6,0,4,1
920,19,5,9,4,3,0
921,18,5,11,6,3,1
922,18,6,11,6,4,1
923,9,6,11,3,4,1
924,19,5,9,2,3,0
925,19,5,11,6,3,0
926,15,6,6,7,4,0
927,15,6,7,7,4,0
928,27,5,11,7,3,0
929,15,6,6,7,4,0
930,15,6,11,7,4,0
931,9,5,7,3,3,1
932,27,5,8,6,3,1
933,18,5,4,0,2,1
934,18,5,8,7,2,1
935,18,5,8,6,2,1
936,18,5,6,6,3,1
937,15,6,11,7,4,1
938,15,6,7,7,4,0
939,15,6,9,7,4,0
940,19,6,11,7,4,0
941,27,5,9,7,3,0
942,15,6,9,7,4,0
943,15,6,6,7,4,0
944,18,5,9,7,2,0
945,19,5,8,5,2,1
946,18,5,8,3,3,0
947,27,7,6,3,3,0
948,18,7,9,6,3,1
949,18,7,8,6,3,1
950,27,7,8,3,2,0
951,18,7,8,7,2,1
952,5,7,8,7,2,0
953,9,6,8,1,3,0
954,27,7,8,6,2,1
955,18,6,8,6,3,1
956,18,7,8,1,2,1
957,18,7,8,2,2,1
958,19,7,9,7,2,0
959,5,5,8,2,2,0
960,18,6,9,3,3,0
961,27,5,9,4,2,0
962,27,6,8,4,2,1
963,27,5,9,6,3,0
964,9,5,8,6,3,1
965,19,6,8,6,4,1
966,19,5,8,5,2,0
967,19,5,9,0,2,0
968,19,6,8,7,4,1
969,10,6,8,2,1,0
970,25,5,8,7,2,0
971,18,5,9,5,2,0
972,10,5,8,1,2,0
973,9,4,9,6,0,1
974,18,6,8,6,3,1
975,19,5,9,3,3,1
976,18,5,8,3,3,1
977,9,6,9,6,0,1
978,27,5,9,3,3,0
979,9,5,8,5,2,1
980,5,7,9,6,2,1
981,27,7,9,7,3,0
982,9,7,8,7,3,0
983,18,6,9,3,3,0
984,19,4,7,6,3,1
985,19,5,8,0,2,0
986,18,7,9,7,2,1
987,20,5,11,5,2,0
988,12,5,11,7,4,0
989,26,5,9,3,4,0
990,19,5,8,7,3,1
991,18,5,7,6,3,1
992,27,5,11,4,4,0
993,19,5,7,6,2,1
994,9,7,8,7,3,1
